playerId,firstName,lastName,teamId,pos,points,totReb,assists,steals,blocks,turnovers,fantasyPoints
2,Quincy,Acy,28,NA,2.8,1.8,1.2,0.2,0.8,0.4,8.36
4,Steven,Adams,23,C,7.8,11.4,2.2,0.4,0.8,0.4,26.780000000000005
8,LaMarcus,Aldridge,31,NA,13.0,5.25,2.75,0.75,2.0,1.25,27.675
12,Al-Farouq,Aminu,6,NA,0.0,0.8,0.2,0.0,0.0,0.0,1.26
18,Kyle,Anderson,19,PF,7.4,7.0,6.0,1.6,1.0,0.6,29.4
20,Giannis,Antetokounmpo,21,PF,29.6,9.2,3.6,1.0,1.4,4.2,46.63999999999999
21,Carmelo,Anthony,29,NA,16.0,2.8,1.6,0.2,0.2,1.4,21.159999999999997
23,Trevor,Ariza,20,PF,13.0,5.6,2.2,0.8,0.6,1.2,24.62
28,D.J.,Augustin,14,NA,7.8,1.4,4.0,0.2,0.0,0.6,15.280000000000001
33,Wade,Baldwin IV,29,NA,0.8,1.2,0.4,0.2,0.0,0.6,2.64
35,J.J.,Barea,8,NA,0.6,0.0,0.0,0.0,0.0,0.2,0.39999999999999997
36,Harrison,Barnes,30,SF,18.4,6.6,2.4,1.0,0.2,2.0,30.319999999999993
38,Will,Barton,9,SG,13.6,3.0,3.4,0.8,0.2,2.0,22.299999999999997
40,Nicolas,Batum,16,NA,9.8,5.2,1.6,0.8,2.0,1.4,22.64
42,Aron,Baynes,38,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Kent,Bazemore,11,SG,10.4,3.0,1.4,0.8,0.0,2.0,15.700000000000003
45,Bradley,Beal,41,SG,32.4,3.0,3.8,1.4,0.2,2.4,42.5
46,Malik,Beasley,22,NA,8.4,1.2,1.4,0.6,0.2,1.2,12.34
47,Michael,Beasley,17,NA,6.2,2.8,1.4,0.4,0.6,1.0,12.66
48,Marco,Belinelli,31,NA,8.8,1.8,1.0,0.4,0.0,0.6,12.660000000000002
49,DeAndre',Bembry,38,PG,5.8,3.2,1.6,1.4,0.6,3.0,13.04
52,Davis,Bertans,41,NA,15.0,3.4,1.2,0.4,0.4,0.6,21.88
53,Patrick,Beverley,16,PG,5.5,2.0,1.5,0.5,0.5,0.0,12.15
54,Bismack,Biyombo,5,C,3.2,4.0,0.6,0.4,0.6,0.8,10.1
55,Nemanja,Bjelica,20,NA,0.0,0.2,0.2,0.0,0.0,0.0,0.54
59,Eric,Bledsoe,23,PG,11.0,3.0,2.6,0.6,0.2,2.2,17.9
60,Bojan,Bogdanovic,40,SF,23.6,4.2,1.8,0.8,0.0,2.4,30.54
64,Devin,Booker,28,SG,18.6,4.0,4.8,1.4,0.4,2.6,31.599999999999994
65,Trevor,Booker,15,NA,2.6,2.2,0.0,0.2,0.2,0.0,6.040000000000001
68,Avery,Bradley,14,NA,4.2,2.4,2.4,1.0,0.2,1.4,11.68
70,Corey,Brewer,30,NA,0.2,0.8,0.0,0.2,0.0,0.4,1.1600000000000001
71,Malcolm,Brogdon,15,PG,23.0,6.6,6.0,0.2,0.6,1.8,39.720000000000006
75,Jaylen,Brown,2,SF,28.4,7.2,2.8,1.2,1.0,2.8,42.839999999999996
76,Lorenzo,Brown,38,NA,0.6,0.4,0.2,0.4,0.0,0.0,2.18
77,Markel,Brown,14,NA,4.6,1.8,1.2,0.4,0.0,1.2,8.16
82,Reggie,Bullock,24,SF,14.0,3.8,2.2,0.8,0.2,0.8,23.06
83,Trey,Burke,8,NA,0.4,0.0,0.0,0.0,0.0,0.2,0.2
84,Alec,Burks,24,NA,8.6,5.2,2.2,0.0,0.2,1.0,17.54
86,Jimmy,Butler,20,SF,20.333333333333332,5.666666666666667,8.333333333333334,2.6666666666666665,0.3333333333333333,1.0,44.63333333333333
89,Kentavious,Caldwell-Pope,17,SG,12.6,3.0,2.0,1.4,0.8,0.6,23.0
92,Clint,Capela,1,C,18.8,19.0,0.8,0.6,1.6,1.0,46.20000000000001
93,DeMarre,Carroll,14,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Michael,Carter-Williams,26,NA,8.5,2.75,2.75,1.75,0.5,2.0,18.425
97,Willie,Cauley-Stein,8,NA,2.4,1.8,0.2,0.0,0.2,0.2,5.0600000000000005
101,Tyson,Chandler,14,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Wilson,Chandler,4,NA,5.0,2.6,0.8,0.0,0.2,0.8,8.92
108,Ian,Clark,23,SG,17.8,3.2,3.2,1.0,0.6,2.2,27.44
109,Jordan,Clarkson,40,NA,18.8,3.6,1.4,1.0,0.2,1.8,25.819999999999997
111,Darren,Collison,15,PG,7.8,1.8,4.2,0.6,0.0,2.2,15.260000000000002
114,Mike,Conley,40,PG,15.2,2.6,8.2,1.0,0.4,2.0,31.419999999999995
115,Pat,Connaughton,21,SF,11.0,5.6,0.4,0.6,0.0,0.8,18.72
117,DeMarcus,Cousins,16,NA,4.6,2.4,1.0,0.4,0.0,1.2,8.580000000000002
118,Robert,Covington,29,PF,6.2,6.0,2.0,1.0,1.0,0.8,19.599999999999998
121,Jae,Crowder,28,PF,4.8,4.6,2.2,0.4,0.6,1.2,14.420000000000002
123,Seth,Curry,27,SG,9.333333333333334,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.0,0.6666666666666666,14.933333333333334
124,Stephen,Curry,11,PG,44.8,5.2,5.0,0.0,0.4,4.0,55.339999999999996
125,Troy,Daniels,9,NA,1.6,0.0,0.0,0.0,0.0,0.0,1.6
126,Anthony,Davis,17,PF,18.6,5.4,1.4,1.2,1.0,1.8,29.779999999999998
127,Deyonta,Davis,1,NA,5.2,5.8,0.8,0.4,1.0,0.6,15.56
128,Ed,Davis,22,NA,1.0,3.2,0.4,0.6,0.6,0.2,7.64
131,Dewayne,Dedmon,20,NA,5.0,4.2,0.4,0.2,0.8,0.6,12.04
132,Sam,Dekker,41,NA,5.8,1.6,1.0,1.0,0.0,1.0,10.219999999999999
133,Malcolm,Delaney,1,PG,6.6,0.6,3.0,1.2,0.2,0.6,14.020000000000001
134,Matthew,Dellavedova,7,PG,3.0,1.8,4.4,0.6,0.0,0.6,12.360000000000001
136,DeMar,DeRozan,31,SF,19.5,5.25,7.75,0.5,0.5,1.75,37.675
138,Cheick,Diallo,28,NA,0.4,0.6,0.0,0.2,0.0,0.4,1.12
141,Gorgui,Dieng,31,NA,1.6,2.4,0.8,0.2,0.2,0.2,6.280000000000001
142,Spencer,Dinwiddie,4,SG,6.0,4.0,3.0,1.0,0.25,1.75,16.05
146,Goran,Dragic,20,NA,16.0,5.25,4.75,1.25,0.25,1.75,30.674999999999997
147,Andre,Drummond,17,C,12.4,9.8,1.6,1.8,0.6,2.6,28.76
148,Jared,Dudley,17,NA,0.6,2.6,0.6,0.2,0.2,0.4,5.0200000000000005
152,Kris,Dunn,6,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Kevin,Durant,4,SF,21.333333333333332,2.6666666666666665,5.0,0.0,0.6666666666666666,2.6666666666666665,30.7
155,Jarell,Eddie,2,NA,3.0,2.2,0.6,0.6,0.2,0.8,7.340000000000001
157,Wayne,Ellington,10,NA,7.333333333333333,2.3333333333333335,1.0,0.0,0.0,0.3333333333333333,11.299999999999999
159,Joel,Embiid,27,C,35.4,12.8,3.4,0.8,0.8,3.4,55.660000000000004
160,James,Ennis III,26,SF,11.2,4.6,1.6,0.4,0.2,0.4,19.919999999999998
161,Tyler,Ennis,17,NA,12.0,4.4,4.4,1.8,0.4,2.0,26.280000000000005
162,Jeremy,Evans,1,NA,0.4,0.2,0.0,0.0,0.2,0.2,0.8400000000000001
164,Dante,Exum,7,NA,3.8,2.8,1.8,0.8,0.4,1.4,10.86
169,Derrick,Favors,40,NA,4.2,4.6,0.0,0.4,1.2,0.6,12.32
171,Cristiano,Felicio,6,NA,0.0,0.2,0.6,0.0,0.0,0.2,0.94
175,Dorian,Finney-Smith,8,PF,13.0,6.2,0.8,0.8,0.4,0.4,23.64
176,Bryn,Forbes,21,NA,11.6,2.6,1.0,0.8,0.0,0.6,17.22
177,Evan,Fournier,26,SG,16.2,1.6,1.8,0.8,0.6,1.2,22.419999999999998
179,Tim,Frazier,19,NA,0.0,0.6,0.8,0.2,0.0,0.2,2.12
181,Danilo,Gallinari,1,NA,17.0,3.5,0.5,1.0,0.0,1.0,22.95
182,Langston,Galloway,28,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Marc,Gasol,17,NA,4.2,1.0,0.6,0.2,0.0,0.2,6.500000000000001
186,Rudy,Gay,31,NA,9.4,4.2,1.4,0.2,1.2,0.2,19.139999999999997
189,Paul,George,16,NA,32.0,6.5,7.0,1.5,0.75,4.25,50.55
190,Taj,Gibson,24,NA,6.4,8.4,1.0,0.8,2.0,0.2,23.380000000000003
191,Manu,Ginobili,31,NA,8.2,2.4,2.4,1.4,0.2,1.6,16.279999999999994
192,Rudy,Gobert,40,C,11.6,14.0,1.6,0.8,3.0,1.6,36.8
195,Aaron,Gordon,9,PF,8.4,6.4,2.6,0.4,0.4,1.0,20.58
196,Eric,Gordon,14,NA,13.0,2.0,1.6666666666666667,0.0,0.6666666666666666,2.0,17.23333333333333
200,Jerami,Grant,10,PF,21.6,3.6,3.4,0.6,1.0,2.8,31.420000000000005
203,Danny,Green,27,SF,10.8,4.4,2.2,1.6,0.8,0.4,23.780000000000005
204,Draymond,Green,11,PF,9.6,7.6,9.4,2.6,1.0,3.0,37.02
206,JaMychal,Green,9,NA,9.0,3.6,0.4,0.6,0.2,1.0,14.52
207,Jeff,Green,4,PF,11.0,4.2,3.4,0.2,0.6,1.4,21.34
208,Blake,Griffin,4,NA,9.25,5.75,3.0,1.0,0.5,1.5,22.15
215,Tim,Hardaway Jr.,8,NA,11.8,2.0,1.2,0.0,0.2,1.0,15.399999999999999
216,James,Harden,4,NA,24.75,8.5,7.5,0.5,0.25,3.0,44.7
217,Maurice,Harkless,30,PF,9.6,3.8,1.8,1.4,1.0,0.6,21.06
218,Montrezl,Harrell,17,NA,6.4,4.8,1.6,0.2,0.4,0.8,14.96
220,Gary,Harris,26,SF,12.2,0.8,3.0,0.6,0.6,1.2,18.86
221,Joe,Harris,4,SG,18.2,2.0,2.0,1.6,0.0,1.2,25.599999999999998
222,Tobias,Harris,27,PF,17.25,6.0,3.5,1.25,1.25,1.25,33.45
223,Aaron,Harrison,41,NA,4.2,1.4,0.8,0.6,0.0,0.6,7.68
225,Udonis,Haslem,20,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Gordon,Hayward,5,SF,15.6,7.6,3.8,0.4,0.2,1.8,29.819999999999997
230,Juancho,Hernangomez,22,NA,7.8,2.8,1.0,0.2,0.4,0.8,13.06
231,Willy,Hernangomez,23,NA,3.0,2.6,0.4,0.2,0.2,0.2,7.320000000000001
232,Mario,Hezonja,29,NA,4.8,3.0,1.0,0.8,0.2,0.6,11.299999999999999
236,Buddy,Hield,30,SG,15.0,3.8,2.8,1.2,0.8,1.4,26.36
237,George,Hill,25,NA,6.5,1.5,2.0,0.0,1.5,1.0,13.3
239,Solomon,Hill,1,PF,7.4,4.8,1.2,0.6,0.4,0.6,16.36
242,Jrue,Holiday,21,PG,18.4,4.2,6.6,1.8,0.4,2.0,35.739999999999995
243,Justin,Holiday,15,PF,5.6,2.4,0.6,0.8,0.6,0.2,11.98
244,John,Holland,7,SG,8.4,1.2,0.8,0.0,0.0,0.6,10.44
245,Rondae,Hollis-Jefferson,29,NA,3.0,2.4,1.2,0.2,0.4,0.2,8.680000000000001
246,Richaun,Holmes,30,C,14.8,8.2,1.2,0.8,1.4,1.4,29.440000000000005
247,Rodney,Hood,38,NA,5.6,2.8,0.8,0.0,0.2,0.4,10.16
248,Al,Horford,25,NA,15.25,7.0,2.5,1.0,1.25,0.5,31.4
249,Danuel,House Jr.,14,NA,,,,,,,
250,Dwight,Howard,27,NA,3.5,10.25,1.5,0.25,1.0,1.75,18.799999999999997
254,RJ,Hunter,1,NA,0.0,0.0,0.4,0.0,0.0,0.2,0.4000000000000001
255,Serge,Ibaka,16,C,7.6,6.8,1.4,0.2,1.0,0.6,19.659999999999997
256,Andre,Iguodala,20,NA,7.0,2.5,3.5,1.0,1.0,1.0,18.25
257,Ersan,Ilyasova,40,NA,4.6,1.6,0.0,1.0,0.4,0.6,8.72
258,Joe,Ingles,40,NA,18.0,4.0,6.8,0.6,0.2,2.2,32.4
260,Brandon,Ingram,23,SF,28.4,4.8,5.6,1.2,0.6,2.8,43.36
261,Kyrie,Irving,4,PG,23.8,3.4,6.4,1.6,0.6,3.6,38.28000000000001
264,Reggie,Jackson,16,PG,14.0,4.4,3.8,0.6,0.0,0.8,25.38
265,LeBron,James,35,SF,21.2,7.0,8.6,0.4,0.6,3.4,41.1
266,Al,Jefferson,15,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,John,Jenkins,24,NA,7.4,3.2,1.6,0.0,0.0,0.8,12.84
269,Brandon,Jennings,21,NA,1.8,0.4,1.0,0.0,0.0,0.8,2.9800000000000004
271,Amir,Johnson,27,NA,1.6,1.0,0.4,0.2,0.0,0.2,3.5999999999999996
274,James,Johnson,23,NA,7.8,3.2,2.4,1.2,0.6,1.4,17.44
276,Stanley,Johnson,38,NA,5.0,1.8,0.6,0.6,0.2,1.2,8.46
277,Tyler,Johnson,4,NA,5.0,2.25,0.5,0.5,0.0,1.25,8.2
278,Wesley,Johnson,41,NA,0.0,0.2,0.0,0.0,0.2,0.0,0.64
279,Nikola,Jokic,9,C,27.4,12.6,9.0,1.0,1.0,3.0,57.019999999999996
281,Damian,Jones,30,NA,1.4,1.4,0.4,0.6,0.2,0.4,4.88
283,Derrick,Jones Jr.,29,NA,2.8,1.6,0.4,0.4,0.4,0.4,6.52
285,Tyus,Jones,19,NA,5.4,0.8,3.2,1.0,0.0,0.6,12.56
286,DeAndre,Jordan,4,NA,8.2,6.4,1.6,0.2,0.6,0.8,19.08
287,Cory,Joseph,10,SG,11.4,3.2,6.8,1.4,0.4,1.2,27.84
290,Frank,Kaminsky,28,NA,0.0,0.6,0.2,0.0,0.0,0.2,0.8200000000000001
291,Enes,Kanter,29,NA,10.0,9.4,1.0,0.2,0.4,1.0,22.98
296,Sean,Kilpatrick,6,NA,19.0,3.2,1.4,0.8,0.6,1.0,26.74
299,Kyle,Korver,21,NA,5.0,0.6,0.0,0.4,0.2,0.2,6.72
300,Kosta,Koufos,30,NA,4.8,4.8,1.2,0.0,0.8,1.2,12.76
